customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,InternetService,Contract,PaperlessBilling,PaymentMethod,Age,Income,Purchases,MonthlyCharges,TotalCharges,Churn,Notes
CUST-1065,Female,0,No,No,42,Yes,Fiber optic,Two year,Yes,Electronic check,46 yrs,,18.0,94.44,3944.44,No,
CUST-1418,Female,0,No,Yes,22,Yes,No,Month-to-month,No,Bank transfer,60.0,70235.33,15.0,23.44,591.49,Yes,
CUST-1163,Female,0,Yes,No,62,Yes,Fiber optic,Month-to-month,Yes,Credit card,48.0,54088.14,14.0,97.77,6118.55,Yes,
CUST-1263,Male,0,No,No,9,Yes,Fiber optic,One year,Yes,Electronic check,30.0,53425.46,14.0,53.34,553.38,No,
CUST-1231,Female,0,No,Yes,48,Yes,Fiber optic,Month-to-month,Yes,Electronic check,33.0,43225.05,19.0,23.35,1157.62,Yes,
CUST-1560,Female,1,No,No,12,Yes,Fiber optic,Month-to-month,No,Bank transfer,48.0,51480.38,5.0,80.51,921.48,Yes,
CUST-1235,Female,1,No,No,8,Yes,DSL,Month-to-month,No,Credit card,74.0,31806.57,13.0,61.57,381.71,No,
CUST-1491,Male,0,Yes,Yes,2,Yes,DSL,Month-to-month,Yes,Electronic check,42.0,70399.72,13.0,118.78,208.9,Yes,
CUST-1175,Female,1,No,No,36,Yes,Fiber optic,One year,Yes,Bank transfer,46.0,35664.45,16.0,77.1,2752.83,No,
CUST-1806,Female,0,No,No,18,Yes,Fiber optic,Two year,No,Bank transfer,74.0,33811.98,7.0,86.36,1620.37,No,
CUST-1860,Female,1,No,No,33,Yes,DSL,Month-to-month,No,Electronic check,31.0,60243.85,26.0,81.86,,Yes,
CUST-1071,Female,0,No,No,53,Yes,No,Month-to-month,Yes,Mailed check,45.0,64541.68,22.0,61.07,3217.5,No,
CUST-1289,Female,1,No,Yes,33,Yes,No,Two year,Yes,Credit card,51.0,20423.23,11.0,106.41,3464.02,No,
CUST-1089,Female,0,No,No,28,Yes,DSL,Two year,No,Credit card,62.0,43680.59,12.0,99.1,2793.28,No,
CUST-1117,Female,0,No,No,31,Yes,Fiber optic,One year,No,Mailed check,40.0,73885.87,23.0,54.01,1602.52,No,
CUST-1321,Male,0,No,No,27,No,No,Two year,No,Bank transfer,54.0,50052.6,16.0,114.39,3115.1,No,
CUST-1632,MALE,0,Yes,Yes,35,Yes,DSL,Month-to-month,Yes,Credit card,46.0,66669.51,17.0,58.64,2022.26,Yes,
CUST-1971,Male,0,No,Yes,13,Yes,DSL,One year,Yes,Electronic check,28.0,75337.31,15.0,26.97,267.36,No,
CUST-1547,Female,0,No,No,49,Yes,No,One year,Yes,Credit card,74.0,15000.0,16.0,97.88,4775.44,No,
CUST-1061,Male,0,No,No,23,Yes,Fiber optic,Month-to-month,No,Bank transfer,30.0,89082.55,17.0,68.02,1626.85,Yes,
CUST-1714,Female,0,Yes,Yes,58,Yes,No,Month-to-month,No,Bank transfer,36.0,,23.0,74.27,4314.08,Yes,
CUST-1186,Female,0,Yes,No,17,Yes,No,Month-to-month,No,Electronic check,44.0,52038.19,17.0,39.47,628.64,No,
CUST-1680,Female,1,Yes,Yes,17,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,36.0,58761.18,28.0,49.15,,No,
CUST-1401,Female,0,No,Yes,60,Yes,Fiber optic,Month-to-month ,No,Mailed check,46.0,31761.16,13.0,79.01,4778.91,No,
CUST-1232,Female,0,Yes,No,57,Yes,Fiber optic,Month-to-month,No,Credit card,68.0,47043.33,28.0,61.6,3601.66,No,
CUST-1562,Male,0,No,Yes,36,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,34.0,54664.57,15.0,30.42,1052.7,No,
CUST-1072,Male,0,Yes,Yes,19,Yes,No,Month-to-month,No,Credit card,64.0,24315.35,15.0,43.76,868.0,No,
CUST-1477,Female,0,Yes,No,34,No,Fiber optic,Month-to-month,No,Bank transfer,39.0,65092.25,11.0,58.03,1957.08,No,
CUST-1270,Female,0,Yes,Yes,46,Yes,DSL,Two year,Yes,Bank transfer,19.0,32887.36,20.0,76.16,3519.85,No,
CUST-1111,Male,0,Yes,Yes,0,Yes,Fiber optic,Month-to-month,No,Bank transfer,57.0,24385.53,16.0,78.03,61.21,Yes,
CUST-1469,Female,0,Yes,No,60,Yes,No,Month-to-month,No,Credit card,22.0,51982.14,12.0,84.11,5152.98,No,
CUST-1514,Female,0,No,No,50,Yes,Fiber optic,Month-to-month,No,Electronic check,66.0,43881.48,23.0,89.09,4532.59,No,
CUST-1497,Female,0,Yes,No,28,Yes,No,Month-to-month,Yes,Credit card,49.0,61416.78,23.0,25.24,730.74,No,
CUST-1226,Male,0,Yes,No,45,Yes,DSL,Two year,Yes,Electronic check,67.0,68750.98,21.0,21.92,931.05,No,
CUST-1329,Female,0,No,Yes,18,Yes,No,Month-to-month,No,Bank transfer,74.0,46591.61,13.0,103.51,1865.1,Yes,
CUST-1561,Male,1,No,No,65,Yes,DSL,Month-to-month,Yes,Mailed check,23.0,64160.37,30.0,22.39,1554.24,Yes,
CUST-1641,Female,0,Yes,Yes,45,Yes,DSL,Month-to-month,No,Bank transfer,34.0,41940.72,12.0,46.26,2039.26,No,
CUST-1195,Female,0,No,No,53,Yes,DSL,Month-to-month,Yes,Electronic check,74.0,66896.15,19.0,38.34,2036.49,No,
CUST-1336,Male,1,No,No,52,Yes,Fiber optic,Month-to-month,Yes,Electronic check,45.0,62247.42,16.0,19.35,1078.5,No,
CUST-1653,Male,0,Yes,Yes,56,Yes,DSL,Two year,No,Credit card,54.0,57191.65,18.0,103.27,5848.55,No,
CUST-1778,Female,0,Yes,No,26,Yes,Fiber optic,Month-to-month,Yes,Credit card,63.0,15097.21,9.0,83.22, 2158.73 ,No,
CUST-1028,Female,0,Yes,Yes,67,Yes,No,Two year,No,Bank transfer,52.0,51517.49,25.0,65.56,4440.18,No,
CUST-1586,Female,0,Yes,Yes,26,Yes,No,Month-to-month,No,Mailed check,54.0,55350.24,19.0,91.87,2411.27,No,
CUST-1473,Female,0,No,No,34,Yes,No,Two year,No,Mailed check,22.0,57062.51,10.0,75.22,2509.96,No,
CUST-1501,Male,0,Yes,No,60,Yes,DSL,One year,No,Electronic check,52.0,39521.08,28.0,43.47,2558.26,No,
CUST-1137,Male,0,No,No,41,Yes,DSL,Month-to-month,No,Mailed check,66.0,26227.07,24.0,83.92,3461.05,Yes,
CUST-1553,Female,0,No,No,11,Yes,Fiber optic,Month-to-month,Yes,Electronic check,73.0,73591.45,20.0,93.85,1001.95,Yes,
CUST-1986,Female,0,No,Yes,23,Yes,No,Two year,No,Credit card,32.0,48302.6,16.0,107.07,2379.42,No,
CUST-1944,Male,1,Yes,No,13,Yes,Fiber optic,Month-to-month,Yes,Credit card,40.0,43074.21,14.0,70.84,927.37,No,
CUST-1393,Female,0,No,Yes,15,Yes,DSL,Two year,Yes,Mailed check,27.0,34508.49,10.0,106.58,1590.89,No,
CUST-1382,Female,0,Yes,No,57,Yes,No,Month-to-month,No,Bank transfer,67.0,55581.63,28.0,43.9,2504.74,No,
CUST-1372,Female,0,No,,60,Yes,Fiber optic,Month-to-month,No,Credit card,51.0,46907.28,25.0,116.73,7017.78,No,
CUST-1025,Female,0,Yes,Yes,65,Yes,DSL,Two year,No,Mailed check,48.0,62781.28,29.0,42.55, 2671.12 ,No,
CUST-1669,Male,0,No,No,31,Yes,No,Two year,Yes,Bank transfer,57.0,56560.94,14.0,61.79,1913.6,No,
CUST-1465,Male,0,No,Yes,26,Yes,DSL,Month-to-month,No,Mailed check,26.0,54578.91,12.0,45.26,1088.34,No,
CUST-1648,Female,1,Yes,No,43,Yes,DSL,One year,No,Bank transfer,71.0,67328.27,15.0,89.32,3806.23,No,
CUST-1480,Female,0,No,Yes,53,Yes,No,Month-to-month,Yes,Credit card,33.0,51536.81,17.0,87.7,4713.08,No,
CUST-1328,Female,0,No,No,28,Yes,DSL,One year,No,Electronic check,71.0,88637.41,13.0,32.54,850.59,No,
CUST-1012,Male,1,Yes,No,11,Yes,Fiber optic,Month-to-month,No,Electronic check,39.0,58636.39,6.0,70.82,851.9,No,
CUST-1602,Female,1,Yes,No,18,Yes,No,Month-to-month,Yes,Credit card,34.0,68880.03,27.0,106.03,1924.96,No,
CUST-1925,Male,1,No,No,0,Yes,No,Two year,No,Bank transfer,43.0,62814.33,5.0,105.37,0.0,No,
CUST-1206,Female,0,Yes,Yes,70,Yes,Fiber optic,Month-to-month,No,Electronic check,44.0,74085.91,20.0,53.87,3798.69,No,
CUST-1103,Female,0,No,No,27,Yes,Fiber optic,Two year,No,Electronic check,34.0,46236.15,9.0,96.43,2531.55,No,
CUST-1489,Male,0,No,No,54,Yes,DSL,Two year,No,Credit card,73.0,87464.1,23.0,40.74,2191.33,No,
CUST-1309,Female,0,No,No,64,Yes,Fiber optic,Month-to-month,Yes,Electronic check,55.0,55424.37,30.0,43.91,2865.95,No,
CUST-1516,Female,0,Yes,Yes,11,No,DSL,Month-to-month,No,Bank transfer,34.0,57144.18,9.0,51.04,552.6,No,
CUST-1222,Female,0,No,Yes,62,Yes,Fiber optic,Two year,Yes,Bank transfer,38.0,37975.13,25.0,30.23,1902.96,No,
CUST-1153,Male,0,Yes,,61,Yes,DSL,One year,Yes,Electronic check,24.0,51246.23,13.0,55.18,3391.08,No,
CUST-1180,Male,0,Yes,No,60,Yes,DSL,Month-to-month,No,Electronic check,47.0,70959.88,30.0,77.19,4711.68,Yes,
CUST-1656,Male,0,Yes,No,55,Yes,No,Month-to-month,Yes,Electronic check,52.0,62842.83,23.0,69.47,3897.85,Yes,
CUST-1182,Female,0,Yes,Yes,59,Yes,,One year,No,Bank transfer,43.0,47044.8,24.0,24.62,1532.0,No,
CUST-1892,Male,0,No,No,60,Yes,No,Two year,No,Bank transfer,47.0,82789.09,27.0,46.05,2742.32,No,
CUST-1331,Male,0,No,Yes,40,Yes,DSL,Month-to-month,No,Credit card,42.0,70776.51,3.0,85.76,3448.41,Yes,
CUST-1582,Female,0,No,No,44,Yes,Fiber optic,Month-to-month,Yes,Electronic check,35.0,28870.46,16.0,37.19,1590.64,No,
CUST-1141,Male,0,Yes,No,22,Yes,DSL,Two year,Yes,Mailed check,61.0,72201.33,19.0,83.64,1843.07,No,
CUST-1771,Male,1,No,Yes,8,Yes,Fiber optic,One year ,Yes,Electronic check,44.0,51696.79,9.0,51.93,433.94,No,
CUST-1666,Female,0,Yes,Yes,62,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,65.0,53759.08,19.0,69.1,4419.96,Yes,
CUST-1785,Male,0,No,Yes,42,Yes,Fiber optic,Month-to-month,No,Electronic check,41.0,58700.97,21.0,99.45,4141.1,No,
CUST-1558,Female,0,No,Yes,27,Yes,No,Month-to-month,Yes,Mailed check,34.0,37785.72,9.0,65.15,1675.07,No,
CUST-1611,Female,0,Yes,Yes,31,Yes,No,Month-to-month,No,Electronic check,59 yrs,59447.53,18.0,33.41,1060.33,Yes,
CUST-1716,Male,0,No,No,58,Yes,Fiber optic,Month-to-month,Yes,Credit card,23.0,73847.23,33.0,118.42,6957.33,Yes,
CUST-1316,Male,0,No,Yes,31,Yes,DSL,Month-to-month,Yes,Credit card,,52966.11,16.0,21.97,775.51,No,
CUST-1415,Male,0,Yes,No,1,Yes,Fiber optic,Month-to-month,Yes,Credit card,31.0,82290.45,22.0,117.0,48.09,No,
CUST-1210,Male,0,Yes,No,67,Yes,Fiber optic,Month-to-month,No,Credit card,37.0,66313.32,25.0,76.04,5136.72,No,
CUST-1777,Female,1,Yes,Yes,71,Yes,No,Two year,Yes,Bank transfer,,50765.86,25.0,106.59,7515.46,No,
CUST-1142,Female,0,Yes,No,51,Yes,DSL,Month-to-month,No,Mailed check,62.0,66534.7,28.0,110.02,5669.86,No,
CUST-1002,Male,0,No,No,6,No,Fiber optic,One year,No,Mailed check,57 yrs,64744.4,7.0,76.28,482.91,No,
CUST-1362,Male,0,No,Yes,54,Yes,Fiber optic,Month-to-month,Yes,Credit card,40.0,63045.5,21.0,103.93,5608.76,No,
CUST-1004,Male,0,Yes,Yes,66,Yes,No,One year,No,Electronic check,34.0,79487.03,18.0,99.74,6562.15,No,
CUST-1044,Female,0,No,No,16,Yes,Fiber optic,Month-to-month,No,Mailed check,71.0,49043.54,15.0,67.91,1090.38,No,
CUST-1962,Female,0,Yes,No,4,Yes,DSL,Two year,No,Credit card,57.0,42736.84,14.0,51.39,225.25,No,
CUST-1281,FEMALE,0,Yes,No,66,Yes,Fiber optic,One year,Yes,Bank transfer,49.0,56390.91,31.0,51.03,3470.07,No,
CUST-1689,FEMALE,0,No,No,59,Yes,Fiber optic,One year,Yes,Bank transfer,69.0,54987.73,23.0,60.44,3571.74,No,
CUST-1202,Male,0,No,No,37,Yes,Fiber optic,Month-to-month,No,Bank transfer,71.0,62952.42,19.0,111.73,4073.15,Yes,
CUST-1302,Male,0,Yes,No,25,Yes,DSL,Month-to-month,Yes,Credit card,42.0,34976.17,25.0,22.83,579.57,No,
CUST-1571,Male,0,No,No,21,Yes,Fiber optic,One year,Yes,Electronic check,41.0,84664.05,15.0,52.44,1046.03,No,
CUST-1365,Male,0,No,Yes,59,No,DSL,Month-to-month,No,Bank transfer,51.0,55333.61,21.0,36.9,2240.45,No,
CUST-1358,Male,0,No,No,53,Yes,DSL,Month-to-month,Yes,Mailed check,66.0,30994.11,8.0,99.68,5308.14,No,
CUST-1581,Male,0,Yes,No,6,Yes,Fiber optic,Month-to-month,No,Electronic check,50.0,58411.86,17.0,78.57,364.73,No,
CUST-1527,Female,0,No,No,26,No,Fiber optic,Two year,No,Bank transfer,21.0,84158.48,10.0,54.87,1470.61,No,
CUST-1371,Female,0,Yes,No,30,Yes,No,One year,No,Electronic check,39.0,60621.93,21.0,97.77,3072.33,No,
CUST-1606,Male,0,No,Yes,57,No,No,Month-to-month,No,Credit card,65.0,27166.46,19.0,50.73,2837.25,No,
CUST-1499,Female,0,No,No,42,Yes,No,One year,Yes,Electronic check,68.0,53204.95,21.0,108.7,4549.17,No,
CUST-1598,Female,0,No,Yes,16,Yes,Fiber optic,One year,Yes,Credit card,33.0,77563.9,11.0,93.47,1411.81,No,
CUST-1237,Female,0,Yes,Yes,34,Yes,No,Month-to-month,No,Credit card,37.0,83069.3,25.0,68.34,2317.18,Yes,
CUST-1273,Female,0,Yes,No,27,Yes,DSL,One year,No,Mailed check,71.0,83722.49,17.0,58.78,,No,
CUST-1691,Female,0,No,No,53,Yes,Fiber optic,Month-to-month,Yes,Mailed check,31.0,53743.41,23.0,29.82,1627.08,Yes,
CUST-1194,Male,0,No,Yes,60,Yes,No,One year,Yes,Bank transfer,66.0,35496.73,9.0,51.19,3069.44,No,
CUST-1513,Female,0,No,No,4,Yes,DSL,One year,No,Mailed check,48.0,36299.83,10.0,64.78,260.84,Yes,
CUST-1875,Male,1,Yes,No,51,Yes,Fiber optic,Month-to-month,No,Bank transfer,51.0,77054.48,22.0,102.45, 5212.4 ,Yes,
CUST-1627,Female,0,Yes,No,38,No,Fiber optic,Month-to-month,Yes,Bank transfer,32.0,50970.53,23.0,99.49,3709.71,Yes,
CUST-1209,Male,0,Yes,No,34,No,Fiber optic,One year,Yes,Mailed check,49.0,75212.06,15.0,37.24,1296.82,No,
CUST-1162,Female,0,No,No,58,Yes,DSL,Month-to-month,No,Mailed check,19.0,72214.03,27.0,19.45,1126.8,No,
CUST-1677,Female,0,No,Yes,59,Yes,Fiber optic,One year,No,Electronic check,65.0,31897.43,15.0,111.21,6520.67,No,
CUST-1802,Male,0,No,No,62,Yes,Fiber optic,Two year,No,Electronic check,28.0,75596.74,27.0,85.29, 5285.21 ,No,
CUST-1087,Male,0,No,No,58,Yes,Fiber optic,Month-to-month,Yes,Mailed check,43.0,40076.03,28.0,116.28,6741.09,No,
CUST-1774,Female,0,Yes,No,11,Yes,No,Month-to-month,Yes,Mailed check,42.0,86210.83,14.0,70.76,848.17,Yes,
CUST-1614,Female,0,No,No,2,Yes,DSL,Month-to-month,No,Electronic check,24.0,41052.46,12.0,112.11,279.71,Yes,
CUST-1190,Male,0,No,Yes,57,Yes,Fiber optic,Two year,No,Credit card,47.0,77583.45,28.0,55.98,,No,
CUST-1178,Male,1,Yes,No,58,Yes,Fiber optic,Month-to-month,No,Mailed check,72.0,87572.09,24.0,68.85,3966.9,Yes,
CUST-1392,Female,0,No,No,16,Yes,No,Month-to-month,No,Electronic check,23.0,43589.29,15.0,90.22,1430.37,No,
CUST-1357,Female,0,Yes,Yes,2,No,DSL,Month-to-month,No,Bank transfer,24.0,68751.08,6.0,91.34,165.93,Yes,
CUST-1569,Male,0,No,No,39,No,DSL,One year,Yes,Credit card,33.0,,10.0,71.51,2806.71,No,
CUST-1967,Female,0,No,No,63,No,DSL,Month-to-month,No,Mailed check,33.0,36641.13,18.0,29.99,1860.0,No,
CUST-1703,Female,0,No,Yes,2,Yes,Fiber optic,Two year ,Yes,Mailed check,48.0,36142.77,11.0,63.59,93.89,No,
CUST-1511,Female,1,Yes,No,62,Yes,DSL,One year,Yes,Electronic check,51.0,15000.0,14.0,67.95,4219.76,No,
CUST-1711,Female,0,Yes,No,31,Yes,DSL,Two year,No,Bank transfer,26.0,,12.0,29.98,900.62,No,
CUST-1439,Male,0,Yes,Yes,32,Yes,Fiber optic,Two year,No,Bank transfer,36.0,79035.15,20.0,26.12,891.5,No,
CUST-1471,Female,1,Yes,No,60,Yes,Fiber optic,One year,No,Credit card,69.0,73859.69,23.0,41.52,2553.67,No,
CUST-1398,Female,0,No,No,61,Yes,Fiber optic,Two year,No,Credit card,30.0,57617.61,16.0,91.92,5623.43,No,
CUST-1592,Male,0,Yes,No,56,Yes,Fiber optic,Month-to-month,No,Mailed check,51.0,64013.88,24.0,76.33,4283.21,Yes,
CUST-1309,Female,0,No,No,64,Yes,Fiber optic,Month-to-month,Yes,Electronic check,55.0,55424.37,30.0,43.91,2865.95,No,
CUST-1708,Female,0,Yes,Yes,61,Yes,Fiber optic,Month-to-month,Yes,Mailed check,51.0,71956.34,25.0,108.28,6523.34,No,
CUST-1876,Female,0,Yes,No,45,Yes,Fiber optic,One year,Yes,Mailed check,59.0,,23.0,90.16,4145.05,No,
CUST-1043,Female,0,Yes,Yes,28,Yes,DSL,Month-to-month,Yes,Bank transfer,62.0,74476.31,15.0,90.1,2525.54,Yes,
CUST-1261,Female,0,No,No,31,Yes,No,Month-to-month,Yes,Electronic check,21.0,53788.64,14.0,116.2,,No,
CUST-1566,Female,0,Yes,Yes,53,Yes,Fiber optic,Two year ,Yes,Electronic check,43.0,39090.63,23.0,103.88,5506.04,Yes,
CUST-1429,Female,0,No,No,27,Yes,Fiber optic,One year,No,Credit card,67.0,18731.92,13.0,26.96,731.26,No,
CUST-1228,Male,0,Yes,Yes,54,Yes,Fiber optic,Month-to-month,Yes,Mailed check,19.0,,30.0,103.16,5584.69,No,
CUST-1005,Female,0,Yes,No,15,Yes,Fiber optic,Month-to-month,No,Electronic check,19.0,69459.58,13.0,25.16,,No,
CUST-1989,Female,0,No,No,70,Yes,Fiber optic,Month-to-month,Yes,Mailed check,62.0,88300.85,23.0,61.97,4290.01,No,
CUST-1819,Male,0,Yes,No,57,Yes,No,Two year,No,Credit card,65.0,64537.08,16.0,76.95,4343.41,No,
CUST-1318,Male,0,Yes,No,15,Yes,Fiber optic,Month-to-month,Yes,Electronic check,32.0,39502.57,18.0,83.8,1314.44,No,
CUST-1880,Male,0,No,No,69,Yes,DSL,Month-to-month,Yes,Bank transfer,52.0,35836.61,29.0,79.4,5544.07,No,
CUST-1312,Female,0,Yes,No,42,Yes,DSL,Month-to-month,No,Electronic check,29.0,55752.9,12.0,49.5,,No,
CUST-1075,Female,1,No,No,29,Yes,DSL,Month-to-month,No,Electronic check,73.0,64508.74,15.0,43.66,1321.52,Yes,
CUST-1173,Female,0,No,No,27,Yes,DSL,Month-to-month,Yes,Electronic check,56.0,54854.16,20.0,115.83,3017.54,No,
CUST-1841,Female,0,Yes,No,66,Yes,Fiber optic,Month-to-month,Yes,Credit card,46.0,24703.25,20.0,42.71,2804.27,No,
CUST-1051,Female,1,Yes,No,40,Yes,Fiber optic,Two year,No,Bank transfer,32.0,15000.0,12.0,82.31,3278.42,No,
CUST-1551,Female,0,Yes,Yes,58,Yes,Fiber optic,Month-to-month,No,Credit card,70.0,63509.54,19.0,83.82,4877.2,No,
CUST-1796,Male,0,Yes,Yes,71,Yes,No,Month-to-month,No,Bank transfer,62.0,25052.74,21.0,117.48,8348.15,No,
CUST-1642,Female,0,Yes,No,61,Yes,DSL,Month-to-month,Yes,Bank transfer,67.0,64783.62,30.0,65.34,3994.81,No,
CUST-1220,Male,1,No,No,20,Yes,Fiber optic,Month-to-month,Yes,Electronic check,47.0,40634.07,10.0,62.62,1250.57,No,
CUST-1508,Female,0,Yes,No,54,Yes,DSL,Month-to-month,Yes,Credit card,33.0,45553.34,14.0,31.94,1754.43,No,
CUST-1585,Male,0,Yes,No,47,Yes,DSL,One year,Yes,Electronic check,27.0,78002.58,25.0,71.09,3337.41,No,
CUST-1387,Male,0,Yes,No,70,No,Fiber optic,Two year,Yes,Credit card,65.0,43322.79,33.0,62.29,4298.45,No,
CUST-1093,Female,0,No,No,9,Yes,Fiber optic,Month-to-month,No,Credit card,55.0,45848.59,10.0,40.13,323.46,Yes,
CUST-1148,Male,0,Yes,No,33,Yes,No,Month-to-month,No,Bank transfer,36 yrs,78016.38,13.0,113.89,,No,
CUST-1482,Male,0,Yes,No,47,Yes,DSL,One year,Yes,Credit card,59.0,47191.68,27.0,83.79,3989.01,No,
CUST-1852,Male,0,Yes,Yes,57,Yes,Fiber optic,Month-to-month,Yes,Electronic check,38.0,,15.0,104.05,5876.91,No,
CUST-1249,Male,0,Yes,Yes,12,Yes,DSL,Month-to-month,Yes,Bank transfer,73.0,60722.42,14.0,21.17,313.18,Yes,
CUST-1340,Male,0,Yes,No,17,Yes,Fiber optic,One year,Yes,Bank transfer,25.0,20215.04,9.0,82.83,1422.61,No,
CUST-1808,Female,0,Yes,No,27,Yes,DSL,Month-to-month,Yes,Mailed check,60.0,51330.98,18.0,77.91,2123.04,No,
CUST-1200,MALE,0,Yes,No,37,Yes,DSL,One year,No,Bank transfer,30 yrs,67049.64,16.0,42.24,1592.47,No,
CUST-1091,Female,0,No,No,64,Yes,Fiber optic,Month-to-month,Yes,Electronic check,46.0,65831.27,23.0,73.88,4747.04,Yes,
CUST-1540,Male,0,No,No,3,Yes,DSL,Month-to-month,Yes,Electronic check,68.0,55991.74,1.0,52.34,109.88,No,
CUST-1442,Male,0,Yes,No,0,No,No,Month-to-month,Yes,Credit card,,73427.79,20.0,87.79,30.0,Yes,
CUST-1985,Female,0,No,No,43,Yes,Fiber optic,One year,Yes,Mailed check,64.0,75190.17,24.0,87.28,3789.07,No,
CUST-1280,Female,0,No,Yes,18,Yes,Fiber optic,Month-to-month,Yes,Electronic check,20.0,33145.14,10.0,39.22,610.26,No,
CUST-1410,Male,0,No,No,58,Yes,DSL,Month-to-month,Yes,Credit card,18.0,36986.7,13.0,30.93,1830.8,No,
CUST-1864,Female,0,No,No,47,Yes,DSL,One year,Yes,Bank transfer,18.0,30861.37,14.0,113.4,5315.98,No,
CUST-1568,Male,0,No,No,71,Yes,Fiber optic,One year,Yes,Credit card,71.0,47202.34,18.0,95.63,6760.9,No,
CUST-1615,Male,0,Yes,Yes,36,Yes,DSL,Month-to-month,No,Bank transfer,62.0,67988.54,15.0,31.18,1176.92,Yes,
CUST-1926,Male,0,Yes,No,64,No,DSL,Month-to-month,Yes,Bank transfer,31.0,77763.82,29.0,91.63,5960.76,Yes,
CUST-1335,Female,0,Yes,No,10,Yes,Fiber optic,Month-to-month,No,Electronic check,30.0,69762.97,7.0,105.78,1031.06,Yes,
CUST-1871,Female,0,Yes,No,48,No,Fiber optic,One year,Yes,Mailed check,,72490.0,27.0,75.56,3659.26,No,
CUST-1857,Male,0,Yes,Yes,43,Yes,DSL,Two year,No,Credit card,58.0,22656.55,25.0,61.5,2616.92,No,
CUST-1923,Male,0,Yes,Yes,21,Yes,Fiber optic,Month-to-month,Yes,Mailed check,72.0,73626.58,23.0,28.39,600.22,Yes,
CUST-1506,Female,0,No,No,23,Yes,DSL,Two year,No,Mailed check,60.0,57335.47,21.0,116.75,2656.78,No,
CUST-1752,Female,0,Yes,Yes,12,Yes,Fiber optic,One year,Yes,Electronic check,68.0,33439.54,4.0,103.01,1223.49,No,
CUST-1759,Male,0,Yes,Yes,72,Yes,Fiber optic,Two year,Yes,Electronic check,59.0,45628.33,25.0,21.91,1581.88,No,
CUST-1092,Female,0,Yes,Yes,25,No,DSL,Month-to-month,No,Electronic check,69.0,46522.15,21.0,93.82,2407.2,No,
CUST-1742,Female,0,Yes,Yes,58,Yes,Fiber optic,One year ,No,Bank transfer,59.0,57422.6,23.0,75.31,4358.21,No,
CUST-1845,MALE,0,No,No,19,Yes,DSL,One year,No,Credit card,41.0,54465.85,8.0,98.27,1872.86,No,
CUST-1905,Female,0,No,Yes,59,No,Fiber optic,Month-to-month,No,Electronic check,,52220.05,18.0,53.7,3262.04,Yes,
CUST-1911,Male,0,No,Yes,62,Yes,DSL,One year,No,Electronic check,26.0,15615.23,21.0,67.02,4066.88,No,
CUST-1575,Female,0,Yes,No,39,Yes,DSL,One year,Yes,Bank transfer,41.0,47571.77,6.0,52.41,2073.82,No,
CUST-1573,Female,0,Yes,No,7,Yes,DSL,Month-to-month,No,Electronic check,46.0,75657.73,15.0,50.32,286.02,Yes,
CUST-1278,Male,0,No,No,32,Yes,DSL,Month-to-month,Yes,Credit card,27.0,38404.81,22.0,43.59,1383.14,Yes,
CUST-1279,Female,0,No,Yes,61,Yes,No,One year,No,Electronic check,,42134.82,17.0,78.57,4772.8,No,
CUST-1337,Male,0,No,No,45,Yes,No,One year,No,Electronic check,18.0,46450.04,18.0,87.82,3942.22,No,
CUST-1227,Female,0,No,No,31,Yes,,One year,Yes,Electronic check,58.0,54385.79,15.0,46.06,1377.44,No,
CUST-1008,Male,1,No,Yes,11,Yes,Fiber optic,One year,No,Credit card,46.0,47652.27,11.0,78.83,915.56,No,
CUST-1085,Male,0,Yes,No,69,Yes,Fiber optic,Two year,Yes,Electronic check,26.0,71960.68,20.0,54.45,,No,
CUST-1903,Male,0,Yes,No,1,No,Fiber optic,Two year,Yes,Mailed check,24.0,67619.96,0.0,83.74,77.36,Yes,
CUST-1616,Male,0,Yes,No,39,Yes,Fiber optic,Two year,Yes,Credit card,52.0,61783.92,16.0,50.47,2057.39,No,
CUST-1810,Male,0,No,Yes,37,Yes,DSL,One year,Yes,Electronic check,61.0,74849.66,27.0,95.42,3464.66,Yes,
CUST-1840,Male,0,No,No,33,Yes,Fiber optic,Month-to-month,No,Electronic check,70.0,53847.34,7.0,31.32,974.21,No,
CUST-1096,Female,0,No,No,21,Yes,Fiber optic,Month-to-month,No,Credit card,29.0,32001.56,21.0,63.07,1305.92,Yes,
CUST-1341,FEMALE,0,No,Yes,50,Yes,DSL,Month-to-month,No,Mailed check,21.0,30412.37,24.0,33.13,1727.14,No,
CUST-1121,Male,0,Yes,No,16,Yes,,One year,No,Electronic check,23.0,54241.69,14.0,82.68,1410.44,No,
CUST-1156,Male,0,No,Yes,15,Yes,No,Month-to-month,No,Bank transfer,64.0,76848.9,9.0,29.87,,Yes,
CUST-1751,Male,0,Yes,No,29,No,DSL,One year,Yes,Credit card,55.0,35465.18,23.0,107.65,3173.16,No,
CUST-1754,Female,0,No,No,42,Yes,Fiber optic,Month-to-month,Yes,Mailed check,33.0,49871.71,18.0,64.78,2747.09,No,
